id,col_01,col_02,col_03,col_04,col_05,col_06,col_07,col_08,col_09,col_10,col_11,col_12,col_13,col_14,col_15,col_16,col_17,col_18,col_19,col_20,col_21,col_22,col_23,col_24,col_25,col_26,col_27,col_28,col_29,col_30,col_31,col_32,col_33,col_34,col_35,col_36,col_37,col_38,col_39,col_40,col_41,col_42,col_43,col_44,col_45,col_46,col_47,col_48,col_49
769,721129,237.214,C,text_6921,2020-08-08 00:00:00,992788,803.3554,A,text_4165,2022-09-26 00:00:00,156258,378.4549,B,text_8635,2020-01-27 00:00:00,527519,165.0875,C,text_453,2020-05-02 00:00:00,365513,954.6875,D,text_2756,2020-06-05 00:00:00,394814,61.3451,D,text_8589,2021-11-11 00:00:00,740813,310.6851,B,text_2023,2022-05-30 00:00:00,469258,779.0,B,text_7785,2022-08-27 00:00:00,820352,253.0407,D,text_227,2021-04-15 00:00:00,35837,784.4639,C,text_2172
770,888133,604.9543,B,text_2115,2021-05-12 00:00:00,928164,514.3255,B,text_2052,2022-01-05 00:00:00,64414,267.577,A,text_740,2021-06-21 00:00:00,435029,374.1053,D,text_1708,2022-06-15 00:00:00,98434,70.2107,A,text_9003,2020-10-08 00:00:00,400419,782.5826,D,text_7186,2020-04-12 00:00:00,276178,594.5796,B,text_4076,2021-03-10 00:00:00,149294,14.1243,B,text_2040,2021-07-01 00:00:00,660585,465.9141,A,text_3783,2021-08-19 00:00:00,102687,844.1111,C,text_1147
771,725458,272.8821,D,text_188,2020-11-08 00:00:00,27148,0.3085,B,text_3404,2020-12-21 00:00:00,758550,179.9855,C,text_602,2022-10-16 00:00:00,612051,786.7773,D,text_1418,2021-03-07 00:00:00,854778,365.9255,B,text_7151,2021-12-19 00:00:00,231656,216.3903,A,text_6056,2021-09-20 00:00:00,781150,344.066,C,text_7605,2022-02-07 00:00:00,643415,142.875,D,text_1528,2022-04-10 00:00:00,759306,987.7018,C,text_2730,2020-04-18 00:00:00,179190,528.4329,C,text_2546
772,135868,357.6753,A,text_8658,2022-07-27 00:00:00,599535,467.2581,D,text_6887,2021-03-26 00:00:00,453566,265.6478,B,text_7433,2020-01-17 00:00:00,786814,634.8084,A,text_9493,2021-06-26 00:00:00,216857,167.7099,A,text_9047,2020-02-16 00:00:00,418106,483.5753,B,text_9546,2022-10-19 00:00:00,669117,145.3886,B,text_6064,2022-07-08 00:00:00,416766,42.0178,B,text_3857,2020-02-04 00:00:00,97826,275.4437,C,text_769,2022-03-31 00:00:00,194712,445.0015,B,text_9983
773,783178,715.925,D,text_199,2020-03-01 00:00:00,743966,420.0191,C,text_5978,2021-05-25 00:00:00,660282,440.6965,B,text_7290,2022-07-08 00:00:00,342938,156.8439,B,text_2736,2020-02-09 00:00:00,653199,998.0182,B,text_1247,2020-02-11 00:00:00,469445,597.9887,D,text_5614,2022-06-28 00:00:00,852183,883.1619,A,text_7160,2021-12-29 00:00:00,62587,272.7498,A,text_9975,2021-12-11 00:00:00,859530,706.1304,D,text_3603,2022-02-12 00:00:00,892212,655.7567,A,text_6463
774,197502,870.4029,A,text_5881,2020-11-07 00:00:00,315419,370.1455,D,text_3179,2020-10-05 00:00:00,830190,848.0435,A,text_3768,2021-11-03 00:00:00,437359,642.6435,C,text_2759,2021-03-26 00:00:00,763789,299.0891,C,text_4834,2022-09-22 00:00:00,82526,344.3738,B,text_8704,2022-02-16 00:00:00,728872,750.1755,B,text_1855,2020-08-30 00:00:00,92548,415.4883,C,text_6563,2022-12-30 00:00:00,440322,798.9002,C,text_4593,2022-08-29 00:00:00,527036,139.2267,B,text_1851
775,188339,865.4526,A,text_7328,2021-03-14 00:00:00,889156,285.118,C,text_1365,2021-05-04 00:00:00,298651,209.2155,B,text_5395,2022-11-29 00:00:00,375384,29.8802,B,text_8318,2022-02-16 00:00:00,381402,350.1454,C,text_4295,2022-09-12 00:00:00,610608,573.3881,A,text_8652,2022-08-02 00:00:00,769037,119.4357,D,text_5870,2022-06-17 00:00:00,726680,785.9954,A,text_1933,2021-12-31 00:00:00,261379,480.1229,A,text_5368,2021-05-11 00:00:00,311947,888.9769,D,text_7426
776,296924,877.1972,C,text_9337,2022-05-12 00:00:00,129850,149.9374,D,text_9859,2021-07-26 00:00:00,82049,994.1384,D,text_6495,2020-05-23 00:00:00,865489,44.208,A,text_980,2020-01-07 00:00:00,222135,413.4168,A,text_2741,2021-03-05 00:00:00,490075,586.5405,C,text_3600,2021-09-15 00:00:00,83719,910.695,A,text_3028,2022-08-28 00:00:00,937939,577.9769,D,text_480,2020-03-18 00:00:00,852800,587.97,B,text_4198,2021-06-11 00:00:00,946145,244.4199,B,text_4917
777,743815,119.3684,B,text_5684,2022-07-02 00:00:00,188689,850.4976,A,text_4365,2020-11-30 00:00:00,290021,607.8992,D,text_7868,2021-04-16 00:00:00,921285,57.2532,A,text_9166,2021-05-05 00:00:00,547431,588.1462,A,text_3674,2022-08-21 00:00:00,303976,296.6391,D,text_5647,2021-02-21 00:00:00,255298,458.3726,D,text_8661,2020-08-20 00:00:00,606572,701.1616,B,text_624,2022-10-10 00:00:00,514127,479.8127,C,text_4084,2021-06-07 00:00:00,227020,947.8,A,text_271
778,518379,489.2015,B,text_1633,2022-08-28 00:00:00,313096,551.9704,D,text_8198,2020-01-06 00:00:00,376417,21.766,A,text_5563,2022-04-05 00:00:00,491571,162.0515,B,text_6575,2021-04-13 00:00:00,347414,449.3365,D,text_6490,2020-06-14 00:00:00,516514,351.379,C,text_4854,2021-09-08 00:00:00,721107,577.2441,C,text_5488,2021-03-31 00:00:00,254437,355.1883,C,text_6522,2020-06-06 00:00:00,61682,82.601,D,text_6699,2022-09-01 00:00:00,694736,734.1647,C,text_3340
779,425989,890.7137,B,text_9889,2022-11-20 00:00:00,818465,41.384,B,text_5515,2022-10-22 00:00:00,151792,583.6436,A,text_5656,2022-07-22 00:00:00,662138,950.7884,C,text_3653,2022-11-09 00:00:00,167202,631.8533,A,text_7217,2022-08-02 00:00:00,4297,81.4392,D,text_1428,2021-10-06 00:00:00,986260,5.5783,D,text_712,2021-08-27 00:00:00,69167,381.7639,B,text_7745,2020-08-26 00:00:00,954148,325.752,D,text_8419,2021-04-23 00:00:00,899493,260.943,A,text_9165
780,878659,723.8974,B,text_6377,2021-11-18 00:00:00,935600,316.456,B,text_1977,2022-11-16 00:00:00,989505,891.857,A,text_6800,2021-08-03 00:00:00,795861,384.7143,A,text_2216,2020-10-07 00:00:00,88155,394.5759,C,text_6002,2022-04-22 00:00:00,523089,912.4995,B,text_2770,2020-10-04 00:00:00,885574,511.2973,B,text_4058,2021-08-10 00:00:00,59983,93.591,C,text_2975,2021-12-30 00:00:00,311227,303.5708,B,text_8510,2022-07-11 00:00:00,538174,536.6331,C,text_335
781,486604,154.8135,B,text_5539,2022-08-20 00:00:00,392613,568.0107,D,text_3640,2022-04-06 00:00:00,738222,522.7526,B,text_5442,2021-03-19 00:00:00,322204,368.6347,A,text_1631,2021-03-22 00:00:00,935008,112.9727,C,text_4961,2021-10-21 00:00:00,430668,72.8992,D,text_1016,2021-06-09 00:00:00,656630,908.6531,D,text_8162,2021-01-04 00:00:00,828857,294.8403,A,text_2282,2022-06-09 00:00:00,444819,473.925,A,text_6461,2020-07-20 00:00:00,828748,13.9388,C,text_3277
782,281388,422.9261,B,text_7024,2021-12-25 00:00:00,170123,521.5107,A,text_8436,2022-03-05 00:00:00,573264,910.4139,C,text_3824,2021-02-07 00:00:00,25761,571.1738,C,text_510,2022-03-06 00:00:00,680154,384.86,B,text_2839,2022-07-13 00:00:00,678422,954.4499,B,text_1715,2020-04-20 00:00:00,538173,305.3383,D,text_5082,2021-05-29 00:00:00,409784,604.0394,D,text_2193,2021-12-01 00:00:00,4709,207.4576,C,text_145,2022-07-14 00:00:00,416679,372.8833,C,text_4094
783,305497,58.5648,B,text_3369,2022-03-26 00:00:00,589479,979.5773,A,text_9464,2021-01-18 00:00:00,791838,48.5657,C,text_9848,2020-01-09 00:00:00,570886,416.6433,B,text_2125,2022-08-03 00:00:00,720773,243.9079,B,text_4413,2022-10-29 00:00:00,971807,502.2304,A,text_2790,2021-01-04 00:00:00,356955,447.4343,A,text_2404,2022-01-04 00:00:00,882801,466.8875,B,text_9097,2022-07-27 00:00:00,662333,66.1512,A,text_7540,2022-07-07 00:00:00,702667,271.8692,C,text_5322
784,309634,307.5786,C,text_6511,2022-12-08 00:00:00,555707,426.3563,A,text_889,2022-06-22 00:00:00,991429,495.0114,B,text_1285,2021-01-05 00:00:00,70712,210.1786,B,text_3571,2021-01-01 00:00:00,178502,745.8676,A,text_7413,2020-11-05 00:00:00,507828,978.4775,D,text_525,2020-02-09 00:00:00,457368,419.9909,A,text_2072,2022-10-04 00:00:00,35181,322.6964,C,text_4505,2020-02-16 00:00:00,152731,232.448,C,text_5239,2021-07-03 00:00:00,682096,997.0688,D,text_6293
785,910207,249.9564,C,text_618,2021-01-19 00:00:00,690990,660.9871,A,text_3639,2021-11-22 00:00:00,703604,281.3536,C,text_4029,2022-09-26 00:00:00,677311,147.6788,A,text_408,2020-06-30 00:00:00,381612,193.2435,C,text_2641,2021-11-21 00:00:00,798373,794.3966,C,text_1785,2021-10-03 00:00:00,523940,756.6975,B,text_2896,2022-12-21 00:00:00,49221,872.0331,D,text_7596,2020-05-20 00:00:00,199434,565.4429,C,text_9945,2020-02-13 00:00:00,352750,985.4522,D,text_9596
786,603801,159.2869,D,text_2567,2021-06-28 00:00:00,114981,610.9312,A,text_8909,2021-12-30 00:00:00,247717,821.3863,A,text_8509,2020-12-06 00:00:00,151695,332.2494,C,text_8348,2021-03-09 00:00:00,732702,20.9986,D,text_9426,2022-12-31 00:00:00,469484,966.547,B,text_3277,2022-12-24 00:00:00,115550,49.9121,B,text_5761,2020-02-23 00:00:00,144769,991.5628,B,text_931,2021-11-02 00:00:00,401285,891.344,A,text_2511,2021-08-06 00:00:00,600778,802.0809,A,text_1040
787,142045,88.0288,C,text_8678,2020-04-13 00:00:00,99108,265.8431,A,text_4361,2022-08-15 00:00:00,251345,727.0673,D,text_4547,2020-05-19 00:00:00,755179,572.8808,B,text_2166,2022-01-12 00:00:00,156925,108.7609,B,text_1652,2022-09-09 00:00:00,763178,564.7858,C,text_9123,2021-10-11 00:00:00,700884,365.4359,A,text_3140,2022-02-21 00:00:00,755730,982.5829,C,text_2660,2020-04-29 00:00:00,128252,723.5187,D,text_7257,2022-11-04 00:00:00,231885,533.4621,D,text_8332
788,359299,182.5587,B,text_1991,2021-05-06 00:00:00,932919,363.0118,A,text_1063,2022-10-01 00:00:00,482288,652.5573,C,text_9771,2022-12-31 00:00:00,768881,845.8213,B,text_7176,2021-08-05 00:00:00,561386,465.6963,A,text_2734,2020-10-24 00:00:00,977009,926.5107,B,text_1997,2021-05-22 00:00:00,34791,91.6771,D,text_7632,2022-03-15 00:00:00,453054,792.4307,B,text_8537,2022-09-01 00:00:00,487403,54.0602,B,text_529,2020-07-20 00:00:00,598226,24.5571,B,text_6311
789,338739,785.8811,C,text_320,2020-08-18 00:00:00,996760,869.6362,D,text_1152,2022-06-15 00:00:00,606007,272.9453,A,text_8114,2021-08-20 00:00:00,145605,545.136,B,text_4704,2020-03-17 00:00:00,320421,170.8096,D,text_3695,2022-11-23 00:00:00,5825,193.3556,D,text_241,2022-07-21 00:00:00,421228,739.4664,B,text_8667,2021-11-06 00:00:00,480182,348.7654,A,text_9377,2022-11-19 00:00:00,841957,549.1823,A,text_2004,2020-07-01 00:00:00,961009,810.9219,D,text_8719
790,626670,930.1164,B,text_6835,2021-06-21 00:00:00,265213,275.9946,D,text_8484,2020-08-06 00:00:00,637741,753.9714,B,text_4244,2020-11-02 00:00:00,5626,124.2338,D,text_2817,2022-06-08 00:00:00,739833,1.7611,D,text_3421,2021-10-02 00:00:00,115468,0.2834,A,text_7742,2021-02-03 00:00:00,827971,681.2265,D,text_3832,2020-12-06 00:00:00,715224,438.5439,A,text_7291,2021-09-03 00:00:00,59120,390.7171,A,text_6753,2022-04-21 00:00:00,832739,157.0087,D,text_9139
791,273039,801.6503,C,text_6081,2020-08-23 00:00:00,684319,176.1597,A,text_3087,2020-01-04 00:00:00,86547,948.5191,B,text_6325,2020-11-25 00:00:00,792209,146.0395,A,text_9986,2020-03-01 00:00:00,983940,578.3173,A,text_1703,2020-04-12 00:00:00,357768,821.4989,B,text_6515,2022-05-03 00:00:00,257668,431.7189,C,text_5318,2020-04-29 00:00:00,770332,318.6946,D,text_5019,2020-12-14 00:00:00,102790,612.4837,C,text_8272,2022-07-02 00:00:00,257772,737.6425,B,text_2365
792,953829,332.3869,A,text_5913,2021-08-16 00:00:00,869604,789.9144,B,text_3242,2021-04-28 00:00:00,880286,790.4544,A,text_4160,2021-02-24 00:00:00,176239,724.6086,C,text_6743,2020-08-20 00:00:00,746672,880.6976,D,text_136,2022-11-03 00:00:00,602651,770.319,A,text_4717,2022-07-06 00:00:00,502680,952.1162,D,text_8937,2021-07-03 00:00:00,168049,722.1087,A,text_5017,2020-05-11 00:00:00,5783,67.5209,B,text_1027,2021-03-25 00:00:00,434577,667.713,B,text_6116
793,797519,950.4564,A,text_4140,2020-07-13 00:00:00,987380,929.7883,D,text_3419,2022-04-14 00:00:00,186395,647.096,A,text_3006,2020-05-19 00:00:00,668091,552.8406,D,text_6014,2022-12-21 00:00:00,952768,439.8723,B,text_7674,2022-01-09 00:00:00,651199,683.5791,C,text_4578,2022-06-03 00:00:00,788936,416.2194,C,text_2426,2021-02-16 00:00:00,976103,715.7138,A,text_784,2021-11-13 00:00:00,38930,884.5434,C,text_4116,2020-08-28 00:00:00,254492,795.7616,C,text_9000
794,139221,623.2916,A,text_9608,2021-09-03 00:00:00,331826,231.1875,D,text_2703,2021-05-24 00:00:00,261986,642.7197,B,text_243,2021-09-12 00:00:00,934559,793.1139,A,text_2166,2021-01-10 00:00:00,439810,841.4454,A,text_4670,2021-08-23 00:00:00,223014,525.0731,C,text_7798,2020-04-06 00:00:00,108403,537.3623,B,text_625,2020-03-07 00:00:00,831028,215.9135,D,text_9707,2021-02-08 00:00:00,601602,343.639,A,text_7354,2020-06-19 00:00:00,7345,973.0989,D,text_6869
795,935242,750.671,D,text_8112,2021-09-24 00:00:00,890808,956.5996,B,text_923,2021-09-01 00:00:00,596237,640.9621,B,text_6387,2020-03-12 00:00:00,770920,775.1482,C,text_967,2021-06-06 00:00:00,71213,564.738,C,text_7792,2022-04-16 00:00:00,505114,217.4716,D,text_2025,2020-02-24 00:00:00,35756,301.128,D,text_8286,2021-01-15 00:00:00,599007,950.953,D,text_558,2021-01-13 00:00:00,210570,927.4034,A,text_9500,2022-11-25 00:00:00,759126,193.2377,C,text_1494
796,1218,70.6648,A,text_9715,2020-06-08 00:00:00,246571,323.4808,C,text_5012,2022-01-10 00:00:00,59241,54.6213,A,text_7804,2022-02-22 00:00:00,298119,690.9731,D,text_9284,2020-10-19 00:00:00,904310,442.2215,A,text_7322,2021-06-29 00:00:00,396585,457.033,D,text_3677,2021-08-01 00:00:00,488790,774.5763,A,text_763,2021-05-01 00:00:00,205011,705.4239,D,text_3951,2021-03-12 00:00:00,580400,240.1055,A,text_8260,2020-08-04 00:00:00,521539,333.8122,C,text_7606
797,524023,172.9416,A,text_656,2021-07-28 00:00:00,885553,266.9386,C,text_425,2020-01-21 00:00:00,638879,528.57,C,text_5646,2020-05-08 00:00:00,665067,149.2439,C,text_93,2021-12-20 00:00:00,472491,260.7955,D,text_4343,2020-11-22 00:00:00,835077,434.1547,B,text_5435,2022-02-10 00:00:00,602499,75.0827,C,text_5254,2021-04-07 00:00:00,780897,848.4642,B,text_2847,2020-10-17 00:00:00,611340,743.7522,C,text_361,2021-06-26 00:00:00,151447,664.3569,D,text_9528
798,416968,311.8554,D,text_6275,2020-08-27 00:00:00,190321,196.9346,C,text_761,2021-09-18 00:00:00,921634,845.6778,B,text_7982,2020-01-18 00:00:00,340476,715.2332,B,text_6255,2022-08-08 00:00:00,730044,745.1315,B,text_3690,2022-11-01 00:00:00,558963,155.6222,A,text_1684,2021-12-22 00:00:00,933468,348.371,B,text_4741,2020-12-07 00:00:00,383471,905.3039,B,text_7745,2021-08-28 00:00:00,873253,709.6893,B,text_9670,2022-01-21 00:00:00,221550,216.344,C,text_8993
799,692908,297.8902,B,text_6005,2022-03-08 00:00:00,582079,120.1851,C,text_862,2020-02-26 00:00:00,471618,72.62,A,text_2840,2020-07-31 00:00:00,839782,137.5666,D,text_3575,2020-08-14 00:00:00,523292,294.9042,A,text_5914,2020-07-05 00:00:00,820862,598.4209,B,text_3701,2020-03-07 00:00:00,298625,903.9696,B,text_8530,2020-07-02 00:00:00,577819,342.5525,A,text_2831,2022-11-05 00:00:00,547145,569.541,B,text_9388,2022-02-03 00:00:00,609282,834.0608,C,text_8355
800,96609,635.2886,D,text_9964,2021-04-24 00:00:00,971204,990.3072,C,text_7841,2021-07-22 00:00:00,331694,82.7335,B,text_343,2022-01-11 00:00:00,384810,320.6354,C,text_2930,2020-10-20 00:00:00,20460,691.0738,C,text_728,2021-05-29 00:00:00,825872,939.4263,D,text_4347,2022-06-01 00:00:00,725160,555.7538,D,text_1489,2022-05-12 00:00:00,776700,290.2929,D,text_6426,2020-09-24 00:00:00,391665,13.8246,C,text_2715,2021-12-26 00:00:00,301890,945.0816,D,text_417
801,584010,864.7177,D,text_149,2021-03-19 00:00:00,298423,385.5902,D,text_7561,2022-07-25 00:00:00,29391,508.5147,C,text_1646,2021-02-05 00:00:00,614102,622.3485,C,text_6626,2021-12-15 00:00:00,169164,492.1285,C,text_9966,2020-02-13 00:00:00,802810,469.0167,B,text_1017,2021-11-27 00:00:00,130253,22.4363,D,text_7188,2021-12-26 00:00:00,974175,657.8178,A,text_8697,2021-12-09 00:00:00,545712,983.173,D,text_6128,2022-07-07 00:00:00,949212,400.5796,A,text_9882
802,840019,878.8702,A,text_9393,2021-07-29 00:00:00,502843,816.5207,B,text_7692,2022-02-24 00:00:00,100303,597.3566,A,text_6903,2022-01-30 00:00:00,581305,319.2047,B,text_8343,2021-04-16 00:00:00,195645,355.8173,C,text_8535,2022-01-09 00:00:00,833395,209.471,B,text_6088,2020-01-12 00:00:00,831444,242.2277,B,text_2676,2022-05-11 00:00:00,136887,166.1931,C,text_790,2020-09-11 00:00:00,20996,34.2296,C,text_63,2021-11-10 00:00:00,830804,994.6089,B,text_6176
803,307902,451.7702,D,text_6303,2020-05-21 00:00:00,49733,709.3313,A,text_1601,2022-06-26 00:00:00,619844,666.1255,C,text_3408,2021-01-23 00:00:00,274050,200.36,B,text_2265,2022-10-23 00:00:00,93643,149.5457,B,text_9172,2021-10-01 00:00:00,228106,409.132,C,text_8894,2020-07-29 00:00:00,277254,755.8714,C,text_9597,2021-04-09 00:00:00,106918,940.5101,A,text_9236,2020-03-08 00:00:00,908462,24.1165,A,text_4594,2020-12-01 00:00:00,823675,666.1063,B,text_2970
804,237660,514.4515,A,text_9464,2022-05-04 00:00:00,349563,855.9916,B,text_6618,2020-09-02 00:00:00,263821,777.1611,C,text_2771,2021-04-03 00:00:00,460118,274.9157,D,text_7594,2021-08-23 00:00:00,730480,865.3684,C,text_6136,2020-09-16 00:00:00,56386,239.7492,A,text_6832,2020-12-23 00:00:00,209834,534.4444,D,text_5005,2022-02-21 00:00:00,230973,637.186,A,text_1232,2021-09-25 00:00:00,604624,31.4071,D,text_4629,2021-06-01 00:00:00,459025,433.7228,A,text_6801
805,7469,400.8655,C,text_8412,2021-10-12 00:00:00,436004,931.2876,A,text_1961,2020-01-12 00:00:00,539730,115.8368,B,text_6836,2022-04-10 00:00:00,578005,156.6493,A,text_942,2022-05-04 00:00:00,990685,281.7382,C,text_1424,2020-12-06 00:00:00,783500,83.8919,A,text_1717,2021-08-27 00:00:00,216625,371.4497,A,text_6012,2021-01-01 00:00:00,166345,244.8974,D,text_4172,2020-11-28 00:00:00,804463,735.6616,D,text_4456,2020-07-12 00:00:00,618891,715.0305,C,text_2852
806,469425,517.8854,B,text_2050,2021-10-06 00:00:00,738411,340.0606,C,text_5850,2022-10-21 00:00:00,885140,345.6642,A,text_326,2020-10-02 00:00:00,691835,38.3521,A,text_5069,2021-03-26 00:00:00,876969,366.0263,C,text_3756,2022-07-06 00:00:00,589584,252.172,B,text_210,2022-04-12 00:00:00,255801,78.2764,C,text_3252,2021-04-03 00:00:00,55670,358.5278,A,text_4173,2021-06-24 00:00:00,224833,196.5837,B,text_7626,2020-05-08 00:00:00,520096,638.2153,A,text_9167
807,604883,428.3508,B,text_589,2020-01-10 00:00:00,774010,374.7315,B,text_5085,2020-10-03 00:00:00,383398,621.5671,C,text_1111,2021-02-20 00:00:00,663733,51.3453,C,text_5035,2021-01-18 00:00:00,673569,970.7959,A,text_5573,2022-07-05 00:00:00,790266,276.6997,C,text_2065,2020-11-05 00:00:00,375611,620.9019,A,text_9389,2022-12-31 00:00:00,452404,892.1996,B,text_5448,2021-05-26 00:00:00,283904,551.7109,D,text_3356,2022-08-01 00:00:00,248783,847.2811,C,text_5858
808,870449,752.8914,D,text_9241,2022-03-19 00:00:00,873788,992.8511,B,text_1962,2022-05-19 00:00:00,226189,196.3894,C,text_5770,2020-12-31 00:00:00,313628,588.9877,C,text_6499,2021-06-05 00:00:00,795715,254.4588,C,text_764,2020-04-02 00:00:00,395025,984.5969,C,text_7909,2020-06-07 00:00:00,825643,260.8083,C,text_6614,2022-08-06 00:00:00,588059,805.069,A,text_3932,2022-10-07 00:00:00,918149,226.6046,D,text_3824,2021-10-08 00:00:00,385294,313.7752,B,text_5757
809,916380,944.8765,A,text_3740,2021-01-22 00:00:00,979352,832.0184,C,text_9617,2021-09-12 00:00:00,266194,957.9065,B,text_4397,2022-02-23 00:00:00,232201,248.1908,B,text_8098,2021-10-14 00:00:00,560986,541.5763,A,text_8689,2022-08-18 00:00:00,772531,604.3689,B,text_4366,2021-04-11 00:00:00,140176,620.3247,B,text_5824,2022-02-25 00:00:00,585104,910.1002,A,text_5966,2020-04-21 00:00:00,64868,265.4638,A,text_3076,2021-12-24 00:00:00,221079,562.4365,B,text_5023
810,182146,694.2412,B,text_1501,2022-11-05 00:00:00,274578,879.5334,C,text_74,2020-08-15 00:00:00,333465,55.3125,D,text_9232,2022-05-28 00:00:00,41698,760.9046,D,text_8622,2021-10-03 00:00:00,412917,703.4697,A,text_1002,2021-07-29 00:00:00,889827,30.2104,B,text_7256,2020-01-06 00:00:00,361581,531.9046,A,text_9171,2022-03-10 00:00:00,734525,564.2665,D,text_1619,2022-11-23 00:00:00,251331,614.1675,A,text_8063,2020-08-26 00:00:00,996447,619.8756,A,text_8044
811,130143,295.3132,B,text_2091,2021-05-09 00:00:00,156835,331.967,C,text_8135,2021-10-01 00:00:00,634480,675.019,B,text_5627,2022-01-02 00:00:00,1349,669.63,C,text_318,2022-07-01 00:00:00,292334,876.7749,B,text_406,2022-02-13 00:00:00,647851,48.6562,D,text_7711,2022-09-01 00:00:00,871900,292.348,D,text_3310,2021-10-05 00:00:00,515147,521.2952,A,text_3830,2022-05-26 00:00:00,682044,524.4149,C,text_7526,2020-11-02 00:00:00,29037,224.2066,B,text_7772
812,925259,673.6649,C,text_4999,2020-05-03 00:00:00,49455,869.389,D,text_8985,2022-05-06 00:00:00,496568,355.3102,B,text_9479,2020-12-25 00:00:00,48308,327.0496,A,text_4779,2022-03-19 00:00:00,397771,918.9861,C,text_8415,2022-10-02 00:00:00,930171,694.8729,C,text_1455,2020-12-28 00:00:00,899012,618.9647,D,text_3317,2022-04-21 00:00:00,201531,305.5756,A,text_3177,2020-10-15 00:00:00,521362,174.2576,C,text_1166,2020-06-09 00:00:00,373352,513.8692,D,text_5359
813,719180,469.2906,B,text_2736,2020-12-27 00:00:00,611095,508.159,B,text_7951,2021-11-05 00:00:00,285441,523.8907,C,text_3962,2020-01-06 00:00:00,370843,940.2852,D,text_8285,2022-02-11 00:00:00,816713,475.6672,A,text_1809,2021-03-18 00:00:00,85363,535.0937,B,text_8303,2021-09-07 00:00:00,155143,435.4398,B,text_4539,2020-03-06 00:00:00,172715,142.1416,D,text_453,2022-03-30 00:00:00,807094,957.9944,B,text_1014,2022-10-08 00:00:00,886154,518.614,B,text_785
814,341245,496.6743,C,text_2834,2021-10-28 00:00:00,285672,879.5289,C,text_673,2021-03-10 00:00:00,436890,383.9272,A,text_6360,2022-09-16 00:00:00,947647,756.3676,D,text_2391,2022-09-17 00:00:00,80216,651.4622,A,text_7535,2021-01-14 00:00:00,646293,279.5542,D,text_4241,2021-10-28 00:00:00,899254,74.9416,A,text_9847,2021-07-19 00:00:00,682887,463.4082,B,text_5209,2022-01-17 00:00:00,904245,537.374,C,text_2225,2021-05-25 00:00:00,645536,381.0429,D,text_4084
815,337743,161.6503,A,text_1713,2021-06-30 00:00:00,361507,538.6839,C,text_5441,2021-01-30 00:00:00,182937,347.7574,B,text_4059,2020-06-06 00:00:00,70080,730.0681,A,text_8981,2022-04-14 00:00:00,381326,202.5622,C,text_500,2021-07-31 00:00:00,298378,280.1988,C,text_3951,2020-10-17 00:00:00,369445,545.6779,B,text_8933,2021-07-22 00:00:00,574082,257.7556,C,text_6840,2021-10-04 00:00:00,740926,10.1327,D,text_7728,2021-06-08 00:00:00,769512,906.2339,D,text_7790
816,870307,712.5488,B,text_6534,2021-01-31 00:00:00,199428,777.2232,D,text_7398,2021-07-02 00:00:00,439663,986.6973,C,text_917,2021-09-29 00:00:00,810960,651.6905,D,text_2900,2020-11-20 00:00:00,864808,868.6327,D,text_4452,2020-05-05 00:00:00,467263,106.0284,C,text_5524,2020-05-18 00:00:00,476649,985.9396,B,text_3982,2020-03-31 00:00:00,450447,349.3905,D,text_7735,2022-08-06 00:00:00,542772,429.4274,D,text_5598,2021-12-16 00:00:00,74259,693.0262,A,text_722
817,508015,805.635,D,text_1526,2020-12-28 00:00:00,308840,303.759,B,text_5360,2020-10-27 00:00:00,512123,686.1243,B,text_8313,2022-01-12 00:00:00,638167,900.4575,D,text_1386,2021-04-09 00:00:00,551323,214.228,A,text_2991,2021-12-02 00:00:00,756476,234.4031,A,text_137,2022-12-26 00:00:00,522164,229.1642,D,text_7451,2020-06-13 00:00:00,258671,518.4381,D,text_2291,2020-08-22 00:00:00,407018,27.9298,C,text_6709,2021-08-18 00:00:00,689996,715.2325,C,text_4583
818,969423,835.9682,B,text_6227,2021-07-24 00:00:00,637809,420.1907,B,text_3787,2021-10-03 00:00:00,418739,336.419,C,text_6018,2021-06-14 00:00:00,829950,379.9428,D,text_6043,2021-04-15 00:00:00,116102,80.2795,D,text_9345,2020-06-09 00:00:00,614643,110.4873,B,text_3047,2022-03-17 00:00:00,470754,966.7268,C,text_6266,2020-04-28 00:00:00,735879,315.9337,D,text_8262,2022-03-27 00:00:00,975904,318.5795,D,text_2743,2021-10-26 00:00:00,199555,938.9292,C,text_5778
819,793827,969.0692,C,text_4053,2020-05-26 00:00:00,109895,469.6521,D,text_2067,2021-02-02 00:00:00,397651,289.1019,A,text_4315,2020-06-15 00:00:00,129492,198.6129,B,text_8859,2022-10-12 00:00:00,90863,481.1377,A,text_5915,2022-06-17 00:00:00,165474,565.4257,D,text_2474,2022-02-24 00:00:00,889290,482.899,C,text_8460,2020-09-26 00:00:00,391986,752.5826,A,text_4771,2021-04-05 00:00:00,651297,761.4188,D,text_5590,2020-10-06 00:00:00,568430,592.1621,C,text_576
